NODE_L,NODE_R,MATCH_SCORE
F1C3953C569290E4BE7B28465CEC97F8,F57034AE6E754022CC08524FFC463CEE,9
F1C3953C569290E4BE7B28465CEC97F8,F571995C9E2A31C832754563D821E3EE,9
F1C3953C569290E4BE7B28465CEC97F8,F574D48D1A50344C8CE4FF25E32BD476,9
F1C3953C569290E4BE7B28465CEC97F8,F58CA148E4DA161042D7EA948E90C0CA,9
F1C3953C569290E4BE7B28465CEC97F8,F59F695BFEB7E4092B42429B7B0645D7,9
F1C3953C569290E4BE7B28465CEC97F8,F5ACE2FF468B09897288ED36FB0EBBB3,9
F1C3953C569290E4BE7B28465CEC97F8,F5B5BF32F6BCFC569531481C661B2998,9
F1C3953C569290E4BE7B28465CEC97F8,F5B77C3890FE868224CF1AA577F0BD16,9
F1C3953C569290E4BE7B28465CEC97F8,F5DDC4EE7EDDDCC4543727F2F5759A56,9
F1C3953C569290E4BE7B28465CEC97F8,F5E2D7B86D8B5D04715DD361CDC28E91,9
F1C3953C569290E4BE7B28465CEC97F8,F5FD0607B61F3CBCFD047B2A93E849D2,9
F1C3953C569290E4BE7B28465CEC97F8,F6102DB3EB46379AF6E16B7ACACA22E4,9
F1C3953C569290E4BE7B28465CEC97F8,F616C04D75773D53D254670635FAEEC0,9
F1C3953C569290E4BE7B28465CEC97F8,F61920D0791B33A66D9D087AC0FD45F0,9
F1C3953C569290E4BE7B28465CEC97F8,F624874A88305F8A5C54F568DB33FA41,9
F1C3953C569290E4BE7B28465CEC97F8,F626F9E004667808C1CB715ED8C522A3,9
F1C3953C569290E4BE7B28465CEC97F8,F62F0C8CE5A007C0988F1CE6207736CF,9
F1C3953C569290E4BE7B28465CEC97F8,F631867FBB5BA44B2B871467F313D6C5,9
F1C3953C569290E4BE7B28465CEC97F8,F63A0538678BA0CA7A1C807D7B3673D4,9
F1C3953C569290E4BE7B28465CEC97F8,F649DE1B615DE29BD524DDE31A576DE9,9
F1C3953C569290E4BE7B28465CEC97F8,F64CC24D6FD15A2A7D2B7AE514B3F787,9
F1C3953C569290E4BE7B28465CEC97F8,F65789F7D4F24C7ED82662E5CC93BBDD,9
F1C3953C569290E4BE7B28465CEC97F8,F65B3B27F754159212D4F6F9F1940E98,9
F1C3953C569290E4BE7B28465CEC97F8,F6615CBAFE31C35D65DDD136A010F0AF,9
F1C3953C569290E4BE7B28465CEC97F8,F66CDB57A2D2ABE89F85538D93AE436F,9
F1C3953C569290E4BE7B28465CEC97F8,F682B1A636C1FEB3F0034C1718E0C163,9
F1C3953C569290E4BE7B28465CEC97F8,F6CE2C1AF0329527D825E5CE496D04DE,9
F1C3953C569290E4BE7B28465CEC97F8,F6DD86D0DF42A13393323E1D5B761780,9
F1C3953C569290E4BE7B28465CEC97F8,F6DD9CD1EA55C448D43237925CD82858,9
F1C3953C569290E4BE7B28465CEC97F8,F7018108C3A169DE9EA38701D9230D0E,9
F1C3953C569290E4BE7B28465CEC97F8,F7030D81CABEC9D6C645E2801C1F9C3F,9
F1C3953C569290E4BE7B28465CEC97F8,F709D99E1ADD67CA9619449BAF5D8F54,9
F1C3953C569290E4BE7B28465CEC97F8,F71728FA897192307E2EAD2F90D993AD,9
F1C3953C569290E4BE7B28465CEC97F8,F72C77E890FEB1D3062F57A205FBE87A,9
F1C3953C569290E4BE7B28465CEC97F8,F74952E583CC41E618EE8CC54AFCC8C5,9
F1C3953C569290E4BE7B28465CEC97F8,F76892278773DCC9D2ACEAEB773F378C,9
F1C3953C569290E4BE7B28465CEC97F8,F77CEB63BE61224E86D6B237119CAEBA,9
F1C3953C569290E4BE7B28465CEC97F8,F7885266D3F20C61CE3F11A4E715B28F,9
F1C3953C569290E4BE7B28465CEC97F8,F78A47B1E5234D970E64A92ED9475C65,9
F1C3953C569290E4BE7B28465CEC97F8,F7AB48385560EC4B3103297ACAB21AA1,9
F1C3953C569290E4BE7B28465CEC97F8,F7BC1FCDD4F4E8A3CFEF008221479AF6,9
F1C3953C569290E4BE7B28465CEC97F8,F7CE994FE0ACC418C92A6B8BCAEA9432,9
F1C3953C569290E4BE7B28465CEC97F8,F80108BAD4D5F8F6C7D6753C2E2C41CB,9
F1C3953C569290E4BE7B28465CEC97F8,F804C943DE18E081FD1D8931E3AB9DCA,9
F1C3953C569290E4BE7B28465CEC97F8,F8212024DB2C5D33FB245B58B62ECA50,9
F1C3953C569290E4BE7B28465CEC97F8,F83C92508A8FE5E1E3F15245B014ED7F,9
F1C3953C569290E4BE7B28465CEC97F8,F83D8136D994062C6F1AE22D7A933105,9
F1C3953C569290E4BE7B28465CEC97F8,F83E744C8C51B87A3A4C0D39B9F945F7,9
F1C3953C569290E4BE7B28465CEC97F8,F8488A9DED9CEBC038FDE3E333371FF7,9
F1C3953C569290E4BE7B28465CEC97F8,F8585DA6F1738C43A1618B2BE6DC83A8,9
F1C3953C569290E4BE7B28465CEC97F8,F858942D61584B74FB5EF31683AAD670,9
F1C3953C569290E4BE7B28465CEC97F8,F869CA18B484ABEC00CD99475E811751,9
F1C3953C569290E4BE7B28465CEC97F8,F88A9FB49A77BD97EFC4C89E2C5C4FA5,9
F1C3953C569290E4BE7B28465CEC97F8,F88ADFD0B02D0F3E2E50E14BBAE81CC8,9
F1C3953C569290E4BE7B28465CEC97F8,F8BE77C3D21607671205A3F0BCD89821,9
F1C3953C569290E4BE7B28465CEC97F8,F8CB5A1A3D87A2411E699FB18FF962C6,9
F1C3953C569290E4BE7B28465CEC97F8,F8DC95E6EC896A50ADA81F5AF3684233,9
F1C3953C569290E4BE7B28465CEC97F8,F8E099EF7A7884923CB4515F8EAADF59,9
F1C3953C569290E4BE7B28465CEC97F8,F8EACFB7FD07E18B6697DE3E003A8643,9
F1C3953C569290E4BE7B28465CEC97F8,F8FB1CDF9F940CA452A0B51596108F9F,9
F1C3953C569290E4BE7B28465CEC97F8,F90FEFBA74ACFD3C9209C456E8F9661F,9
F1C3953C569290E4BE7B28465CEC97F8,F92E15953328CADBD62B83ADF0B754E4,9
F1C3953C569290E4BE7B28465CEC97F8,F935906ED33B9D9DF0F4CF185A27841A,9
F1C3953C569290E4BE7B28465CEC97F8,F95BC5E8EE4A71EEAB86BF57755924FA,9
F1C3953C569290E4BE7B28465CEC97F8,F971C24795DD9D0C3184A05C2B7EE256,9
F1C3953C569290E4BE7B28465CEC97F8,F979573F80649C2B9D05FE6DB5C2F2A0,9
F1C3953C569290E4BE7B28465CEC97F8,F979FB64CE1A73721C47978F87474DA5,9
F1C3953C569290E4BE7B28465CEC97F8,F998A67AE268B7E535F91ABCD8D6E7F6,9
F1C3953C569290E4BE7B28465CEC97F8,F9A55D769CF851783D42D27BEFFBB717,9
F1C3953C569290E4BE7B28465CEC97F8,F9A705EC20E1C9F942F4913F49AF8F75,9
F1C3953C569290E4BE7B28465CEC97F8,F9D21AC7A00A0F9B42CC0869A65C37F2,9
F1C3953C569290E4BE7B28465CEC97F8,F9D340EF28A32CB4A8474285FAFA5008,9
F1C3953C569290E4BE7B28465CEC97F8,F9EC8F43A988967AD214A0FDA77B646C,9
F1C3953C569290E4BE7B28465CEC97F8,F9F86257460D163CDCAE87E8555A3827,9
F1C3953C569290E4BE7B28465CEC97F8,F9FFB13438FCC2F94C8CD89FC06D7365,9
F1C3953C569290E4BE7B28465CEC97F8,FA1681C033B2E5476541C46D4798D6D5,9
F1C3953C569290E4BE7B28465CEC97F8,FA1B475976D68DA5348370B8ABD5FE3C,9
F1C3953C569290E4BE7B28465CEC97F8,FA620164AB51F51E6546C3558F502005,9
F1C3953C569290E4BE7B28465CEC97F8,FA62C4E6FC50FF7EF440F21D5BA4C511,9
F1C3953C569290E4BE7B28465CEC97F8,FA745C1BEECD2737165AFDA2B91C937A,9
F1C3953C569290E4BE7B28465CEC97F8,FA7B8EE95CD1C7852580C479862B4E1C,9
F1C3953C569290E4BE7B28465CEC97F8,FA7D7FB8A5F6DAF90A7F554A17B3B5A1,9
F1C3953C569290E4BE7B28465CEC97F8,FA8808CDC394F19B552014CC7B602F8E,9
F1C3953C569290E4BE7B28465CEC97F8,FA95E71FD8FFF051FBC2791AFB80B029,9
F1C3953C569290E4BE7B28465CEC97F8,FA9D47E65DEFE727FA0983421CBE48D3,9
F1C3953C569290E4BE7B28465CEC97F8,FAA72E66FF4A6E391F219298B6CDF0EA,9
F1C3953C569290E4BE7B28465CEC97F8,FAAA983007DA986B6DB49C00FD84CD3F,9
F1C3953C569290E4BE7B28465CEC97F8,FAAF7ACB922C6E87F22D88191D5E79E1,9
F1C3953C569290E4BE7B28465CEC97F8,FABAEB3547F52A34AB7D40D4D76177F8,9
F1C3953C569290E4BE7B28465CEC97F8,FAC8C0A6CC6812E4727388519AF7E2A7,9
F1C3953C569290E4BE7B28465CEC97F8,FACADB403D9D4D4E065ECF94CB3C6B65,9
F1C3953C569290E4BE7B28465CEC97F8,FACB078C61CBB075B82D1980264BE378,9
F1C3953C569290E4BE7B28465CEC97F8,FACD4D4C5EBB35A25494E55BC437D5BF,9
F1C3953C569290E4BE7B28465CEC97F8,FACDBCA2BEE60D3A5B5A5C817023D0E7,9
F1C3953C569290E4BE7B28465CEC97F8,FAF78F288103682D46788D9A70DEEADA,9
F1C3953C569290E4BE7B28465CEC97F8,FB0122DBBA6D1A988954DA4B564E6918,9
F1C3953C569290E4BE7B28465CEC97F8,FB0276C9A8DC47659A4BC75C74F422D9,9
F1C3953C569290E4BE7B28465CEC97F8,FB03DB5D2FB5F5D0527FA48C0428C506,9
F1C3953C569290E4BE7B28465CEC97F8,FB13FFF2F0DAB2368422ED59FD2B82E7,9
F1C3953C569290E4BE7B28465CEC97F8,FB183D0C341F028FFCAA1F542201D099,9
F1C3953C569290E4BE7B28465CEC97F8,FB356D2B3A61247B50E8B292D4CC42C8,9
F1C3953C569290E4BE7B28465CEC97F8,FB3B7ECB3B8AA20F375856A38D596BBE,9
F1C3953C569290E4BE7B28465CEC97F8,FB517C8CBB470BF02B3BBB00A9E649AE,9
F1C3953C569290E4BE7B28465CEC97F8,FB5CFA53C1926802086ADB27C9C1A5C7,9
F1C3953C569290E4BE7B28465CEC97F8,FB6F0365761D18A2540757F55E45D170,9
F1C3953C569290E4BE7B28465CEC97F8,FB7A7DADA1ABBA1994B0DA94BA16AAF0,9
F1C3953C569290E4BE7B28465CEC97F8,FB7FCA0DA4A606934FC59B3D24EE105C,9
F1C3953C569290E4BE7B28465CEC97F8,FB99D6E41979D687443AB24A6AF4A6DC,6
F1C3953C569290E4BE7B28465CEC97F8,FB9D5DA8B3429BFF16929AED25BE6D45,9
F1C3953C569290E4BE7B28465CEC97F8,FBA8B9BEC719AD6E79D8536433B6A082,9
F1C3953C569290E4BE7B28465CEC97F8,FBF236C3FC2AA60CA100EBBF9ACB75B1,9
F1C3953C569290E4BE7B28465CEC97F8,FBF56EFF6033F1958E7AD39351B4F59A,9
F1C3953C569290E4BE7B28465CEC97F8,FBF6FBD29E1B15058CF44AC028870791,9
